TCM_symptom_id,TCM_symptom_name,source,detail_url,old_definition,new_definition
1619,月经量多,duguji,https://baike.duguji.cn/baike/w/%E6%9C%88%E7%BB%8F%E9%87%8F%E5%A4%9A,,月经量多是女性月经期的常见症状，可能伴有其他的症状。
1624,晕车,duguji,https://baike.duguji.cn/baike/w/%E6%99%95%E8%BD%A6,,晕车是由于内耳前庭受到超限刺激引起，汽油味可能会加重某些晕车人的恶心症状，但不是引起晕车的原因。试想，呆在家中闻汽油会晕车吗？至于有些人对汽油过敏，则另当别论。
1631,早泄,duguji,https://baike.duguji.cn/baike/w/%E6%97%A9%E6%B3%84,,早泄是指阴茎插入阴道后，在女性尚未达到性高潮，而男性的性交时间短于2分钟，提早射精而出现的性交不和谐障碍，一般男性30%均有此情况，问题虽小，但却使性生活质量不高，也可能引起阳痿等其他性功能障碍，后果严重，应引起重视和及早治疗。中医上认为早泄是指性交时阴茎插入阴道后不久（不足2分钟）即出现射精。精之藏泄，虽受制于肾，但与心、肝关系密切。
1635,燥热,duguji,https://baike.duguji.cn/baike/w/%E7%87%A5%E7%83%AD,,燥热，又称燥火。指感受燥气、津液耗伤，以致化热化火。《时病论》：“若热有汗，咽喉作痛，是燥之凉气，已化为火。”治以清热生津为主。
1641,胀满,duguji,https://baike.duguji.cn/baike/w/%E8%83%80%E6%BB%A1,,"病证名。多由脾胃损伤，致气壅滞而成。清·潘楫《医灯续焰》：“胀谓胀于外，满谓满于中，排脏腑而廓胸胁，急皮肤而露筋脉，脐凸腰圆，鼓之如鼓，胸腹之疾也。间亦有胀及于头面四肢者，与水肿大同小异，而此则无水也。”李经纬,余瀛鳌,欧永欣等 主编.中医大辞典.北京：人民卫生出版社.1995.第1090页."
1646,癥瘕,duguji,https://baike.duguji.cn/baike/w/%E7%99%A5%E7%98%95,,癥瘕 病证名。《金匮要略·疟病脉证并治》：“病疟，以月一日发，当以十五日愈；设不差，当月尽解；如其不差，当云何？师曰：此结为癥瘕，名曰疟母。”《诸病源候论·癥瘕病诸候》：“其病不动者，直名为癥。若虽病有结癥而可推移者，名为癥瘕。”指腹腔内有包块肿物结聚的疾病。后世一般以坚硬不移，痛有定处的为癥；聚散无常，痛无定处的为瘕。《圣济总录·积聚门》：“牢固推之不移者癥也。”又：“浮流腹内，按抑有形，谓之瘕。”《圣济总录》还认为癥瘕与积聚属同类疾病：“癥瘕结癖者，积聚之异名也。证状不一，原其根本，大略相类。”《医学入门》等书以积聚为男子病，癥瘕为女子病。详见癥、瘕、七癥、八瘕、十二癥等条。
1673,肢体疼痛,duguji,https://baike.duguji.cn/baike/w/%E8%82%A2%E4%BD%93%E7%96%BC%E7%97%9B,,肢体疼痛指个别肢体某处的局限性疼痛，多由局部疾患引起;也可是近端部位疾患的感应痛或放射痛，或是全身性疾患的早期症状。
1675,脂溢性脱发,duguji,https://baike.duguji.cn/baike/w/%E8%84%82%E6%BA%A2%E6%80%A7%E8%84%B1%E5%8F%91,,脂溢性脱发以往称早秃，男性型秃发，雄性秃发，弥漫性秃发，普通性脱发等，其病与遗传，雄性素，皮脂溢出相关，症状为头皮部油脂分泌过多，头发有油腻感。
1676,痔疮出血,dayi,https://www.dayi.org.cn/symptom/1153634.html,,痔疮出血，是指痔疮由于受到刺激或压力时破裂，导致出血的现象。这种情况通常与不良生活习惯、排便时用力、便秘、肛周感染等因素有关。除了出血外，通常还可能伴有肛门疼痛、肛门瘙痒、肛周脱垂等症状。治疗时需要根据病情严重程度和患者的具体情况，采取相应的治疗措施，多以保守治疗为主。大多数患者经过积极的治疗，预后通常较为良好。
1692,周身不适,duguji,https://baike.duguji.cn/baike/w/%E5%91%A8%E8%BA%AB%E4%B8%8D%E9%80%82,,躯体疾病引起的躯体症状，一般有头痛、失眠、胃口不适、心慌胸闷等等不适， 人得流感，常表现出周身不适。
1677,痔疮痛,dayi,https://www.dayi.org.cn/symptom/1153223.html,,痔疮痛是指由多种原因刺激痔疮而引发的疼痛感，这些原因既包括不良生活习惯、饮食因素、排便用力过猛等非疾病因素，也包括便秘、肛周感染等疾病因素。当痔疮痛发作时，患者可能还会出现便血、肛门瘙痒等症状，这些症状会严重影响患者的生活质量。为了缓解痔疮痛，治疗措施通常包括一般治疗、药物治疗以及在必要时的手术治疗。通过积极的治疗和患者自身的配合，多数痔疮痛患者的症状都可以得到有效的缓解。
1679,痔疮肿痛,dayi,https://www.dayi.org.cn/symptom/1153678.html,,痔疮肿痛是指肛门直肠部位的静脉丛因充血、瘀血或炎症等原因导致肿胀和疼痛的症状。痔疮是肛门直肠底部及肛门黏膜的静脉丛发生曲张形成的柔软静脉团，当痔疮发作时，患者会感到肛门部位的肿胀、疼痛，甚至伴有出血、瘙痒等症状。医生会根据患者具体病情，采用药物治疗、手术治疗等治疗措施，以缓解不适症状。
1697,灼热,duguji,https://baike.duguji.cn/baike/w/%E7%81%BC%E7%83%AD,,灼热，病状名。出《伤寒论·辨太阳病脉证并治》。指热势炽盛，如火烧烤的症状。手扪病人肌肤，有炙手感。见于多种热性病。
1702,子宫出血,duguji,https://baike.duguji.cn/baike/w/%E5%AD%90%E5%AE%AB%E5%87%BA%E8%A1%80,,子宫出血时的一次性治愈率达91.58％。
1718,下疳,duguji,https://baike.duguji.cn/baike/w/%E4%B8%8B%E7%96%B3,,下疳是性传播疾病，是由梅毒螺旋体侵犯到皮肤或粘膜的破损处引起发病的。其主要是通过性交接触而传染的。所以，下疳主要发生在外生殖器部位。
1719,下痢,duguji,https://baike.duguji.cn/baike/w/%E4%B8%8B%E7%97%A2,,下痢也是人体穴位名称。下痢此穴位于足背部位，脚拇趾和第2趾中间向里2厘米处。
1724,丝虫病,duguji,https://baike.duguji.cn/baike/w/%E4%B8%9D%E8%99%AB%E7%97%85,,丝虫病是我国五大寄生虫病之一。男女老少均可感染。流行区微丝蚴感染率高峰多在21～30岁。班氏丝虫病呈世界性分布，主要流行于热带和亚热带；马来丝虫病仅限于亚洲，主要流行于东南亚。我国中部和南部的山东、河南、安徽、江苏、上海、浙江、江西、福建、广东、广西、海南、湖南、湖北、贵州、四川和台湾等16个省、市、自治区有丝虫病流行。
1731,久疟,duguji,https://baike.duguji.cn/baike/w/%E4%B9%85%E7%96%9F,,久疟，疟疾久延不愈者。《诸病源候论·久疟候》：“疟皆由伤暑及伤风所为，热盛之时，发汗吐下过度，腑脏空虚，营卫伤损，邪气伏藏，所以引日不瘥，仍故休作也。”疟症气虚则寒，血虚则热；胃虚则恶寒，脾虚则发热；阴火下流则寒热交发而疟作；或微寒微热，面白神萎，口淡无味，胃呆纳差，大便溏薄等。治宜益气养血，温阳化阴。方用补中益气汤、人参养荣丸等。阳虚明显，则用附桂八味丸等，以益火之源而消阴翳。参见疟疾条。
1735,乳腺炎,duguji,https://baike.duguji.cn/baike/w/%E4%B9%B3%E8%85%BA%E7%82%8E,,"乳腺炎是指乳腺的急性化脓性感染,是产褥期的常见病，是引起产后发热的原因之一，最常见于哺乳妇女,尤其是初产妇。哺乳期的任何时间均可发生,而哺乳的开始最为常见。"
1734,乳糜尿,duguji,https://baike.duguji.cn/baike/w/%E4%B9%B3%E7%B3%9C%E5%B0%BF,,乳糜尿是指含乳糜微粒的乳白色浑浊尿液（大颗粒脂肪与载脂蛋白发生球状结合形成的脂蛋白，因其颗粒较大而能使光散射，故外观混浊呈乳白色，密度小而静置后浮于尿液顶层，故最上层为脂肪层，包含乳糜微粒和单纯脂肪）.
1740,二便不通,duguji,https://baike.duguji.cn/baike/w/%E4%BA%8C%E4%BE%BF%E4%B8%8D%E9%80%9A,,二便不通（anuria and constipation）是指以大便和小便不畅，甚则闭塞不通为主要表现的疾病。
1754,伤酒,duguji,https://baike.duguji.cn/baike/w/%E4%BC%A4%E9%85%92,,伤酒，病证名。饮酒过度所致的病证。一名酒伤。见《证治要诀·伤酒》。《诸病源候论》卷二：“酒性有毒，而复大热，饮之过多，故毒热气渗溢经络，浸溢腑脏，而生诸病也。”证见头晕头痛，胸膈痞塞，恶心呕吐，躁动或昏睡等。治宜利湿化浊以解酒毒，轻者用葛根、葛花、枳椇子、神曲、黄连、白蔻仁，甚者用甘遂、黑牵牛子等药。《景岳全书·杂证谟》谓饮酒致伤，有三证不可不辨：一以酒湿伤脾，致生痰逆呕吐，胸膈痞塞，饮食减少，宜葛花解酲汤、胃苓汤、五苓散之类主之。一以酒热伤阴，或致发热动血者，宜黄芩芍药汤、清化饮、徙薪饮之类主之。一以酒质伤脏，致生泄泻不已，若气强力壮者，用五苓散、胃苓汤之类除湿止泻；若因湿生寒以泻伤阴致损命门阳气者，胃关煎、五德丸、九炁丹之类。伤酒严重，可成癥积、黄疸、鼓胀。参见酒癖、酒疸、水鼓、伤食、伤饮各条。
1756,伤酒吐血,duguji,https://baike.duguji.cn/baike/w/%E4%BC%A4%E9%85%92%E5%90%90%E8%A1%80,,伤酒吐血，病证名。因饮酒过度，伤胃而致吐血之证。见《医钞类编》卷七。《金匮要略·惊悸吐衄下血胸满瘀血病脉证并治》：“夫酒客咳者，必致吐血，此因极饮过度所致也。”治宜清胃解酲，用徙薪饮、清化饮、葛黄丸、葛花解酲汤加黄连、丹皮等。此症即肺疽之属，亦称伤胃吐血。参见肺疽、伤胃吐血、内伤吐血等条。
1757,伤食,duguji,https://baike.duguji.cn/baike/w/%E4%BC%A4%E9%A3%9F,,伤食，病证名。因饮食不当损伤脾胃所致的病证。见《丹溪心法·伤食》。一名食伤。治疗伤食须辨虚实。若停滞中焦或胀或痛，为实证，当先去其食，大和中饮主之。若食停上焦，宜用吐法；若食停下焦，痛极兼胀者，须下而去之，宜神佑丸或备急丸。《景岳全书·杂证谟》老人虚人易于伤食，治宜权衡虚实，消补兼施。伤食有伤谷、伤面、伤肉、伤鱼鳖、伤蟹、伤蛋、伤生冷果菜、伤酒、伤茶、宿食、宿滞、五味过伤等，详见各条。
1760,体虱,duguji,https://baike.duguji.cn/baike/w/%E4%BD%93%E8%99%B1,,体虱是虱子病的一种，主要是在人身体上，寄生在毛囊里面，靠吸食血液为生！由于没有发现过虱子化石，因此我们只能推测它的起源。我们知道古埃及人和希腊人写的，他们发现了史前美洲印第安人木乃伊。在这木乃伊身上发现了三种虱子：头虱，体虱和阴虱。
1767,关节肿胀,duguji,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E8%82%BF%E8%83%80,,"关节肿胀多见于损伤性滑膜炎，损伤性滑膜炎多因急性创伤和慢性损伤所致。当膝关节长时间单一动作超量运动之后，滑膜组织充血水肿,急性外伤包括有：膝关节扭伤、半月板损伤、侧副韧带或交叉韧带损伤，关节内积液或有时积血，表现为急性膝关节外伤性滑膜炎。 有时也可因单纯膝关节滑膜损伤所致，如外伤较轻，或长期慢性膝关节劳损。加上风、寒、湿邪侵袭，可使膝关节逐渐出现肿胀和功能障碍者，则形成慢性膝关节滑膜炎。"
1770,冻疮,duguji,https://baike.duguji.cn/baike/w/%E5%86%BB%E7%96%AE,,冻疮是由于寒冷引起的局限性炎症损害，冻疮是冬天的常见病，尤其是儿童、妇女及老年人，冻疮一旦发生，在寒冷季节里常较难快速治愈，要等天气转暖后才会逐渐愈合，局部小动脉发生收缩，久之动脉血管麻痹而扩张，静脉淤血，局部血液循环不良而发病。中医常根据受冻部位的不同，分别称为“水浸足”、“水浸手”、“冻烂疮”等。
1772,创伤,duguji,https://baike.duguji.cn/baike/w/%E5%88%9B%E4%BC%A4,,创伤（trauma）为机械因素加于人体所造成的组织或器官的破坏。
1774,劳热,duguji,https://baike.duguji.cn/baike/w/%E5%8A%B3%E7%83%AD,,劳热，病证名。虚损骨蒸发热。见《丹溪心法·发热》。《医学说约·热》：“劳热则蒸。”由气血亏损，阳衰阴虚所致。常见骨蒸潮热、五心烦热等症。五脏邪热不清亦可导致阳衰。心劳邪热，则口舌生疮、语涩、肌瘦；肝劳邪热，则胁痛、关格不通；脾劳邪热，则气急、肌痹，多汗；肺劳邪热，则气喘、面肿、口燥、咽干；肾劳邪热，则尿赤、阴疮、耳鸣、溺闭。治宜三白汤主之，心热加黄连、木通、麦冬、生地，肝热加黄芩、防风、当归、龙胆草、赤芍，脾热加山栀、石斛、升麻，肺热加知母、桑白皮、秦艽、葶苈，肾热加元参、赤苓、车前子、生地（见《医学入门》卷五）。
1779,发背,duguji,https://baike.duguji.cn/baike/w/%E5%8F%91%E8%83%8C,,发背，痈疽之生于脊背部位的，统称“发背”，属督脉及足太阳膀胱经，系火毒内蕴所致。分阴证和阳证两类，阳证又叫“发背痈”或叫“背痈”。阴证又叫“发背疽”。阳证多因感受六淫所引发，起初有一、二个疮头，数天后迅速高肿，大如手掌，甚如碗口，红肿剧痛，伴有高热，烦渴，脉洪数等。阴证多因七情内伤，膏粱厚昧，醇酒炙博，火毒郁积而成。初起疮头如粟，根盘散漫，不甚高肿，色不红活，疼痛稍轻，伴有烦闷，口渴，便秘，尿赤，脉细无力等。数天后疮头甚多，上有脓点，形如莲蓬，故又称“莲蓬发”，或称“蜂窝疽”。疮头脓稠难溃，按之流血，至八、九日，溃头成片，脓腐渐出，很久才能收口。本病由于所发部位不同，而有多种名称，如发于上部的名“上发背”，又叫“脾肚发”；发于中部的名“中发背”，又叫“对心发”；发于下部的名“下发背”，又呻“对脐发”。
1777,原发性血小板减少性紫癜,duguji,https://baike.duguji.cn/baike/w/%E5%8E%9F%E5%8F%91%E6%80%A7%E8%A1%80%E5%B0%8F%E6%9D%BF%E5%87%8F%E5%B0%91%E6%80%A7%E7%B4%AB%E7%99%9C,,"原发性血小板减少性紫癜（Idiopathic thrombocytopenic purpura,ITP)是一种免疫性综合病征，是常见的出血性疾病。特点是血循环中存在抗血小板抗体，使血小板破坏过多，引起紫癜；而骨髓中巨核细胞正常或增多，幼稚化。临床上可分为急性及慢性两种，二者发病机理及表现有显著不同。"
1785,口,duguji,https://baike.duguji.cn/baike/w/%E5%8F%A3%EE%A0%9F,,口，证名。亦称口僻。口唇歪斜于一侧。出《灵枢·经脉》。多由风寒阻滞经脉所致。《诸病源候论·风口候》：“风邪入于足阳明手太阳之经，遇寒则筋急引颊，故使口僻，言语不正，而目不能平视。《金匮翼》卷一：“风入耳中，亦令口。缘坐卧处对耳有窍，为风所中，筋牵过一边。”治以祛风散寒，通络活血为主。亦可用外敷法。
1786,后重,duguji,https://baike.duguji.cn/baike/w/%E5%90%8E%E9%87%8D,,后重，①病名。即大瘕泄。《难经·五十七难》：“有大瘕泄，名曰后重。”详大瘕泄条。
1797,咳逆,duguji,https://baike.duguji.cn/baike/w/%E5%92%B3%E9%80%86,,咳逆，证名。咳嗽而气上逆者。出《素问·六元正纪大论》。《诸病源候论·咳逆候》：“咳逆者，是咳嗽而气逆上也。”“咳病由肺虚感微寒所成，寒搏于气，气不得宣，胃逆聚还肺，肺则胀满，气遂不下，故为咳逆。”证见咳嗽吐痰，或气喘喉中有水鸡声等。《金匮要略·肺痿肺痈咳嗽上气病脉证并治》：“咳逆上气，时时唾浊，但坐不得眠，皂荚丸主之。”又：“咳而上气，喉中水鸡声，射干麻黄汤主之。”《肘后备急方》卷三：“治小儿大人咳逆，短气，胸中吸吸，咳出涕唾，嗽出臭脓涕粘，淡竹沥一合，日三五服，大人一升。”参见咳嗽条。
1796,咳痰,duguji,https://baike.duguji.cn/baike/w/%E5%92%B3%E7%97%B0,,"痰是气管、支气管的分泌物或肺泡内的渗出物，并不包括口、鼻、咽喉的黏液。咳痰是呼吸道内的病理分泌物借助于支气管粘膜上皮细胞的纤毛运动、支气管平滑肌的收缩及咳嗽时的气流冲动，将呼吸道内的分泌物从口腔排除的动作。简单而言是：咳嗽伴有痰液时称为咳痰, 也叫湿性咳嗽，相对的是干性咳嗽(俗称干咳, 指无痰或痰量甚少的咳嗽)。咳痰常见于肺炎、慢性咽炎、慢性支气管炎、支气管扩张、肺脓肿与空洞型肺结核等疾病。"
1800,咽肿,duguji,https://baike.duguji.cn/baike/w/%E5%92%BD%E8%82%BF,,咽肿，病证名。即咽喉肿痛。出《灵枢·经脉》。详该条。
1799,咽喉炎,duguji,https://baike.duguji.cn/baike/w/%E5%92%BD%E5%96%89%E7%82%8E,,咽喉炎，是由细菌引起的一种疾病，可分为急性咽喉炎和慢性咽喉炎两种。
1804,喉风,duguji,https://baike.duguji.cn/baike/w/%E5%96%89%E9%A3%8E,,喉风，病名。系咽喉肿痛等多种疾患的泛称。见《秘传证治要诀及类方》。《喉科心法》卷上：“考古称喉症，总其名曰喉风。”历代文献对喉风的记载颇多。如《喉科秘旨》载有十二证。《喉科杓指》载有十六证。《喉证全科紫珍集》载有十八证：《重楼玉钥》载有三十六证。根据病因病机之不同又可分为酒毒喉风、阴虚喉风、肺寒喉风、劳碌喉风等。根据发病后喉间颜色不同又分为紫色喉风、淡红喉风、白色喉风等。根据发病急慢又分为急喉风、慢喉风、走马喉风等。根据症状不同又分为紧喉风、呛食喉风、脚根喉风、哑瘴喉风、叉喉风等。喉风主要的病因是风热搏结于外，火毒炽盛于内，肺失清肃，火动痰生，痰火邪毒停聚咽喉所致。各种喉风的证治详见有关各条。
1807,四肢抽搐,duguji,https://baike.duguji.cn/baike/w/%E5%9B%9B%E8%82%A2%E6%8A%BD%E6%90%90,,"四肢抽搐系指各种原因引起之四肢不随意抽动。一切四肢不能自主控制的抽搐、牵动,或屈伸不已,均属於抽搐的范畴。"
1806,噤口,duguji,https://baike.duguji.cn/baike/w/%E5%99%A4%E5%8F%A3,,口唇痉挛，失去饮食功能的一种病证。就是初生儿的口噤不开。又称“噤风” 。其症状主要是口上生疮如米粒，不能吮乳，哭啼声音低弱，牙关紧闭，二便不通。应与脐风相鉴别。口舌生疮为其特点。否则，应考虑为脐风(新生儿破伤风)，以免贻误治疗。
1811,声哑,duguji,https://baike.duguji.cn/baike/w/%E5%A3%B0%E5%93%91,,声哑，病证名。见《寿世保元》卷六喉痹篇：“声哑，失音不出，用猪板油切烂入蜜，重汤煮熟，食之。”声哑一证可由多种病因引起，故在临床上应仔细审证求因，辩证用药。详见喑条。
1816,外感热病,duguji,https://baike.duguji.cn/baike/w/%E5%A4%96%E6%84%9F%E7%83%AD%E7%97%85,,外感热病（heat disease caused by exogenous pathogenic factor、exogenous febrile disease）是指感受外邪引起的以发热为主要表现的疾病。是现代中医学对伤寒、温病的统称。
1817,夜盲,duguji,https://baike.duguji.cn/baike/w/%E5%A4%9C%E7%9B%B2,,对弱光敏感度下降，暗适应*时间延长的重症表现。多因VA缺乏所致，也有先天夜盲者。主要症状为白天视觉几乎正常，黄昏时光线渐暗则视物不清。因麻雀等某些鸟类系先天夜盲，故又名“雀目”、“雀盲”、“雀目眼”。VA 缺乏引起夜盲的主要机理如下：视网膜上有在强光下产生颜色感觉的视圆锥细胞和在弱光下产生暗视觉的视杆状细胞。而决定暗视觉好坏和暗适应快慢的主要因素之一，是视紫红质（视杆细胞色素）在血中的浓度。视紫红质的合成与分解受光调节；强光下分解多于合成，弱光下合成多于分解，使其浓度逐渐达到一定的光敏感度所需水平，达到这一水平所用的时间即是暗适应的时间。因为VA是视紫红质的“原料”，所以当VA缺乏时，则视紫红质得不到足够的补充，从而血中浓度下降，导致视杆状细胞功能不全，对弱光敏感度下降，暗适应时间延长等，出现夜盲症状。适量补充VA可以有效地治疗因VA 缺乏引起的夜盲症。我国早在唐代便已应用猪肝等富含VA的食物治疗“雀目”。
1819,大汗,duguji,https://baike.duguji.cn/baike/w/%E5%A4%A7%E6%B1%97,,大汗，指汗出过多的现象。可因热盛迫汗、发表太过、病后气虚、元气欲脱等原因而出现。汗是津液所化，汗多则伤津，甚则“亡阴”；汗为心液，汗多也可以“亡阳”。参见“亡阴”、“亡阳”、“漏汗”、“热汗”、“冷汗”等条。
1820,天疱疮,duguji,https://baike.duguji.cn/baike/w/%E5%A4%A9%E7%96%B1%E7%96%AE,,天疱疮是一种慢性、复发性、严重性表皮内疱性皮肤病，可能是一种自身免疫性疾病。临床上可分四型：寻常型、增殖型、落叶型、红斑型。治疗原则：
1821,失精,duguji,https://baike.duguji.cn/baike/w/%E5%A4%B1%E7%B2%BE,,失精，①即遗精。《金匮要略·血痹虚劳病脉证并治》：“男子失精，女子梦交，桂枝龙骨牡蛎汤主之。”详遗精条。
1822,失血,duguji,https://baike.duguji.cn/baike/w/%E5%A4%B1%E8%A1%80,,失血，证名。各种大量出血症候的总称。《三因极一病证方论·失血叙论》：“血不得循经流注，荣养百脉，或泣或散，或下而亡反，或逆而上溢，乃有吐、衄、便、利、汗、痰诸证生焉。十种走失，无重于斯，随证别之，乃可施治。”失血原因，或肺阴虚，热损肺络；或脾虚气弱，不能统血摄血；或邪热迫血妄行；或跌仆外伤，损及脏腑经脉等。详见衄血、肌衄、汗血、吐血、呕血、咳血、咯血、唾血、便血、尿血各条。
1826,头虱,duguji,https://baike.duguji.cn/baike/w/%E5%A4%B4%E8%99%B1,,头虱是一种灰色无翅的小昆虫，雌虱于交尾后1-2天，即开始产卵，
1825,头癣,duguji,https://baike.duguji.cn/baike/w/%E5%A4%B4%E7%99%A3,,头癣是头皮和头发的浅部真菌感染，根据病原菌和临床表现的不同可分为黄癣、白癣和黑点癣三种。头癣好发于儿童，传染性较强，易在托儿所、幼稚园、小学校及家庭中互相传染。主要通过被污染的理发工具传染，也可通过接触患癣的猫、狗等家畜而感染。中医称黄癣为“肥黏疮”、“秃疮”;白癣称为“白秃疮”、“癞头疮”。
1834,姜片虫病,duguji,https://baike.duguji.cn/baike/w/%E5%A7%9C%E7%89%87%E8%99%AB%E7%97%85,,姜片虫病，病证名。又名赤虫。《诸病源候论》卷十八：“赤虫，状如生肉。”症见肠鸣，腹泻，时或便脓血。多由食生菱角、荸荠等吞入姜片虫的囊蚴所引起。治宜攻积杀虫。用追虫丸或《仁斋直指》芜荑散。
1838,宫冷不孕,duguji,https://baike.duguji.cn/baike/w/%E5%AE%AB%E5%86%B7%E4%B8%8D%E5%AD%95,,宫冷不孕，病名。见《济阴纲目》。即胞寒不孕。详该条。
1840,寒湿脚气,duguji,https://baike.duguji.cn/baike/w/%E5%AF%92%E6%B9%BF%E8%84%9A%E6%B0%94,,寒湿脚气，病名。脚气之一。见《三因极一病证方论》卷三。指寒湿外侵，经气、血脉不和所致。临床以脚膝软弱无力、顽木浮肿；或作拘挛疼痛，或兼见恶寒肢冷。治宜温经除湿、活络舒筋。用木瓜牛膝丸、酒浸牛膝丸、葫芦巴丸及鸡鸣散加减。参见脚气条。
1841,寒热,duguji,https://baike.duguji.cn/baike/w/%E5%AF%92%E7%83%AD,,寒热，①病状名。主要证见发冷发热，或战栗不欲食。《素问·风论》：“其寒也则衰食饮，其热也则消肌肉，故使人怢栗不能食，名曰寒热。”
1843,寒痹,duguji,https://baike.duguji.cn/baike/w/%E5%AF%92%E7%97%B9,,寒痹，病名。一名痛痹、骨痹。指寒邪偏重的痹证。骨痹属于五体痹之一。凡由六淫之邪侵扰人体筋骨关节，闭阻经脉气血，出现肢体沉重、关节剧痛，甚至发生肢体拘挛屈曲，或强直畸形者谓之骨痹。本病一年四季均可发病，发于周围关节者以女性居多，发于中枢关节者以青年男性居多。本病与历节、痛风、热痹、鹤膝风、尫痹等的某些证型可能有所交错，如果出现关节剧痛、肢节拘挛屈曲、强直畸形者均可列入本病范畴。现代医学的类风湿性关节炎、强直性脊椎炎、骨关节炎、大骨节病、多发性骨髓瘤、痛风等病种出现骨痹的主症时，可参考骨痹辨治。
1846,小便淋漓,duguji,https://baike.duguji.cn/baike/w/%E5%B0%8F%E4%BE%BF%E6%B7%8B%E6%BC%93,,多见于50岁以上的老年男性。早期表现为尿频，夜尿增多，排尿困难，尿流无力。晚期可出现严重的尿频、尿急、排尿困难，甚至点滴不通，小腹胀满，可触及充盈的膀胱。
1856,小儿惊风,duguji,https://baike.duguji.cn/baike/w/%E5%B0%8F%E5%84%BF%E6%83%8A%E9%A3%8E,,惊风是小儿时期常见的一种急重病证，以临床出现抽搐、昏迷为主要特征。又称“惊厥”，俗名“抽风”。任何季节均可发生，一般以1—5岁的小儿为多见，年龄越小，发病率越高。其证情往往比较凶险，变化迅速，威胁小儿生命。所以，古代医家认为惊风是一种恶候。如《东医宝鉴·小儿》说：“小儿疾之最危者，无越惊风之证”。《幼科释谜·惊风》也说：“小儿之病，最重惟惊”。
1865,尿路感染,duguji,https://baike.duguji.cn/baike/w/%E5%B0%BF%E8%B7%AF%E6%84%9F%E6%9F%93,,尿路感染尿路感染是由细菌（极少数可由真菌、原虫、病毒）直接侵袭所引起。是病原体在尿路中生长繁殖，并侵犯泌尿道黏膜或组织而引起的炎症。包括通常伴随有菌尿和脓尿。是细菌感染中最常见的一种感染。尿路感染分为上尿路感染和下尿路感染，上尿路感染指的是肾盂肾炎，下尿路感染包括尿道炎和膀胱炎。根据有无基础疾病，尿路感染还可分为复杂性尿感和非复杂性尿感。尿路感染常多发于女性，尤其多发于性生活活跃期及绝经后女性。
1879,强中,duguji,https://baike.duguji.cn/baike/w/%E5%BC%BA%E4%B8%AD,,强中、消渴(男子出精后，阴茎仍然坚挺，称为“强中”；如同时有多
1880,心动悸,duguji,https://baike.duguji.cn/baike/w/%E5%BF%83%E5%8A%A8%E6%82%B8,,心动悸，证名。患者自觉心悸，或见心前搏动。见《伤寒论·辨太阳病脉证并治》：“伤寒，脉结代，心动悸，炙甘草汤主之。”此因气血衰微所致，治宜炙甘草汤以补血复脉。
1889,忧郁,duguji,https://baike.duguji.cn/baike/w/%E5%BF%A7%E9%83%81,,忧郁，病证名。情志三郁之一。多因悲忧过度所致。《景岳全书·杂证谟》：“若忧郁病者，则全属大虚，本无邪实。”以悲则气消，忧则气沉，故必伤脾肺。若初郁不开，未至内伤而胸膈痞闷者，宜二陈汤、平胃散，或和胃煎、调气平胃散、神香散、六君子汤调之。忧郁伤脾而吞酸呕恶者，宜温胃饮或沉香散。忧郁伤脾肺而困倦怔忡，倦怠食少者，宜归脾汤或寿脾煎。忧思伤心脾，以致气血日消，饮食日减，宜五福饮、七福饮，甚者大补元煎。”参见情志三郁、七情郁证，内郁条。
1891,急性淋巴管炎,duguji,https://baike.duguji.cn/baike/w/%E6%80%A5%E6%80%A7%E6%B7%8B%E5%B7%B4%E7%AE%A1%E7%82%8E,,急性淋巴管炎系致病菌从破损的皮肤或感染灶蔓延至邻近淋巴管内，所引起的淋巴管及其周围组织的急性炎症。通常由化脓性链球菌引起。
1896,恶露不尽,duguji,https://baike.duguji.cn/baike/w/%E6%81%B6%E9%9C%B2%E4%B8%8D%E5%B0%BD,,恶露不尽，出《诸病源候论》卷四十三。即恶露不绝。详该条。
1910,手足麻木,duguji,https://baike.duguji.cn/baike/w/%E6%89%8B%E8%B6%B3%E9%BA%BB%E6%9C%A8,,手足麻木，证名。四肢麻木的别称。《丹溪心法》卷四：“手足麻者属气虚，手足木者有湿痰死血。”详四肢麻木条。
1913,挛急,duguji,https://baike.duguji.cn/baike/w/%E6%8C%9B%E6%80%A5,,挛急，证名。出《灵枢·经脉》。义同拘挛、拘急。参拘挛、拘急条。
