TCM_symptom_id,TCM_symptom_name,old_definition,new_definition
1352,形瘦,,形瘦者，肾精亏虚、脾失健运，肌肉失养而形体羸瘦，乃先后天俱损之象。
1330,心腹冷痛,,心腹冷痛，指心阳虚衰，温煦失职，阴寒内盛所致之胸膺及脘腹部冷感疼痛。其痛绵绵或拘急，得温稍减，遇寒加剧，常伴心悸气短、形寒肢冷、面白自汗、舌淡苔白滑、脉沉迟或结代等症。病机多为久病耗伤阳气，或寒邪直中少阴，致心阳不振，血脉凝滞，脏腑失煦。
1354,形体消瘦,,肾精亏虚，脾运失健，水谷精微化生不足，肌肉失于充养，故见形体日渐消瘦。
1362,胸部憋闷,,胸部憋闷，病位在心肺，乃气机郁滞不畅所致，临床表现为胸中痞塞、呼吸欠畅，常伴叹息或胀痛。
1364,胸部闷痛,,胸部闷痛，病位在心肺，乃气滞不行，胸阳失展，肺气不宣，故见闷塞疼痛，常伴叹息、胁胀。
1365,胸部疼痛,,胸部疼痛，病位在心肺，证属气滞，乃气机不畅、壅滞胸膈，不通则痛，常伴胀闷、走窜。
1373,胸腹胀满,,胸腹胀满，病在心肺，乃肝气郁滞，枢机不利，气机壅塞于胸膈脘腹所致。
1369,胸腹满闷,,胸腹满闷，病位在心肺，乃肝气郁滞，气机不畅，壅塞胸膈，故觉痞塞不舒。
1361,胸痹作痛,,胸痹作痛，指心阳虚衰，胸阳不振，心肺失煦所致之胸部闷痛或绞痛。其痛常遇寒加重，得温稍减，伴心悸气短、形寒肢冷、面色㿠白、舌淡胖苔白滑、脉沉迟或结代。病机多由久病耗伤阳气，或年高脏气虚衰，致心阳不足，鼓动无力，血行滞涩，痹阻心肺脉络而作痛。
1367,胸腹积水,,胸腹积水，病位在心肺，病性属心阳虚。症见胸胁胀满，腹部膨隆，按之如囊裹水，甚则喘促不得卧，小便短少。其病机乃心阳不振，君火不明，肺失宣降，通调失职，水液内停，泛溢胸腹所致。
1371,胸腹水肿,,胸腹水肿，指水液停聚胸腹，表现为胸胁胀满、腹部膨隆、按之如囊裹水，甚则喘咳不得平卧、小便短少。病位在心肺，病性属心阳虚衰。心阳不振，不能下温肾水、运化血脉，致水气内停，上凌心肺，泛溢胸腹而成。
1372,胸腹疼痛,,胸腹疼痛，病位在心肺，病性属阳虚。症见胸膺及脘腹冷痛、隐痛，喜温喜按，遇寒加重，常伴心悸气短、咳喘无力、畏寒肢冷、面色㿠白。其病机为心肺阳气衰微，温煦失职，寒凝气滞，络脉拘急，不通则痛。
1370,胸腹闷胀,,胸腹闷胀，指胸膈及脘腹部自觉痞塞满闷、胀满不舒，甚则气窜作痛。其病位在心肺，病性属肝气郁滞。多因情志不遂，肝失疏泄，气机郁结，横逆犯肺乘脾，致心肺气机壅塞，脾胃升降失常。临床常伴太息、胁胀、纳呆、脉弦等症。
1368,胸腹冷痛,,胸腹冷痛，指心阳虚衰，胸阳不振，阴寒内盛所致之胸膺及脘腹部冷感疼痛。临床多表现为胸痛彻背，或脘腹冷痛喜温喜按，伴心悸气短、畏寒肢冷、面白唇紫。其病机为心阳不足，温运失职，寒凝气滞，血脉痹阻。
1366,胸腹刺痛,,胸腹刺痛，指胸膺及脘腹部出现如针刺、刀割样疼痛，痛处固定不移，入夜尤甚，拒按，甚则引及肩背。其病位在心肺，病性属瘀血阻滞。多因气滞日久、血行不畅，或外伤、寒凝等致血络瘀阻，不通则痛。常伴舌质紫暗或有瘀斑、脉涩等瘀血征象。
1377,胸膈满闷,,胸膈满闷指肝气郁滞，气机不畅，壅塞于心肺之部位，导致胸膈痞塞、呼吸欠畅、闷胀不舒之候。
1386,胸闷不适,,胸闷不适，乃肝气郁滞，气机不畅，壅遏胸中，心肺失于宣降所致。
1374,胸腹胀闷,,胸腹胀闷，指胸膺及脘腹部痞塞满闷、胀而不舒之感。病位在心肺，关乎气机升降。因肝气郁滞，疏泄失职，横逆犯肺乘脾，致心肺气机壅遏，胸中阳气不展，故见胸闷太息；肝木克土，脾胃升降失常，则脘腹胀满，食后尤甚。其症常随情志波动而增减。
1375,胸腹胀痛,,胸腹胀痛，指胸胁与脘腹部同时出现胀满疼痛之症。病位在心肺，然其病机责于肝气郁滞，疏泄失职，气机不畅，横逆犯于胸膈，下及脘腹。临床表现为胸胁胀痛，脘腹痞满，攻窜不定，时作时止，常随情志波动而增减，或伴嗳气、太息、纳呆。
1378,胸膈痞满,,胸膈痞满，指胸膺及膈下脘腹部位自觉痞塞胀闷、按之柔软不痛之症。病位在心肺，病性属肝气郁滞。多因情志不遂，肝失疏泄，气机郁结，横逆犯肺乘心，致胸中气机壅塞，心肺宣降不利。临床常伴胁胀、善太息、嗳气、脉弦等症。
1383,胸满郁闷,,胸满郁闷指肝气郁滞，气机不畅，壅塞胸中，心肺失宣，症见胸部满闷、情志抑郁不舒。
1380,胸膈痞塞,,胸膈痞塞，指胸膈部自觉痞闷堵塞、气机不畅之症。病位在心肺，多因肝气郁滞，疏泄失职，气机逆乱，上冲胸膈，致心肺气机壅塞。临床表现为胸膈满闷不舒，如有物阻，呼吸欠畅，甚则太息、胁胀，常随情志波动而增减。
1388,胸闷作痛,,胸闷作痛，指胸中痞闷且伴有疼痛，病位在心肺，多因肝气郁滞、气机不畅，致心肺气血运行受阻而发。
1385,胸闷不畅,,胸闷不畅，指胸中痞塞满闷，呼吸欠畅之感，病位在心肺，多因肝气郁滞，疏泄失职，气机逆乱，上冲胸膈，致心肺气机壅塞。临床常伴胁胀、善太息、情志抑郁或易怒，脉多弦。
1387,胸闷不舒,,胸闷不舒，指胸膺满闷、痞塞不畅之感，病位在心肺，病性属肝气郁滞。临床表现为胸胁胀闷，善太息，情志抑郁时加重，或伴嗳气、咽中如梗。其因多由情志不遂，肝失条达，气机郁结，横逆犯肺，壅遏胸中，致心肺气机升降不利而发。
1392,胸痛彻背,,胸痛彻背指疼痛从胸部放射至背部，病位在心肺，病性为心胸郁热，乃热邪壅滞、气机不通所致。
1381,胸膈胀满,,胸膈胀满，指胸膺及膈下脘腹部自觉痞塞胀闷不舒，甚则气逆喘促。病位在心肺，病性属肝气郁滞。多因情志不遂，肝失条达，气机郁结，横逆犯肺乘心，致胸中气机壅塞，心肺宣降失司。临床常伴胁肋胀痛、善太息、嗳气频作，每因情志波动而加重。
1400,胸胁剌痛,,胸胁刺痛，病位在心肺，因肝气郁滞，气机不畅，血行瘀阻，络脉不通所致，常伴胀闷、善太息。
1397,胸胁刺痛,,胸胁刺痛，指胸胁部如针刺样疼痛，痛处固定不移，拒按，入夜尤甚，甚则引及肩背。其病位在心肺，病性属瘀血阻滞，多因气滞日久、血行不畅，或外伤、寒凝等致血络瘀阻，不通则痛。
1395,胸脘胀满,,胸脘胀满，指胸膺及脘腹部自觉痞塞胀闷不舒之候。其病位在心肺，病性属心胸郁热。临床多见胸中烦热、脘腹痞胀、气逆欲呕、口渴喜冷饮、溲黄便秘。多因热邪内郁心肺，气机壅滞，升降失司，浊气不降，故胸脘胀满。
1398,胸胁挫伤,,胸胁挫伤，系因外力撞击或用力不当，致胸胁部经脉受损，气血瘀滞，复因肝气郁滞，气机不畅，病位在心肺。临床表现为胸胁胀痛或刺痛，痛处固定，咳嗽、深呼吸或转侧时加重，可伴胸闷、善太息、烦躁易怒。其病机为肝郁气滞，血行不畅，瘀阻胸胁，心肺气机失于宣降。
1402,胸胁痞闷,,胸胁痞闷指肝气郁滞，气机不畅，导致胸胁部痞塞胀闷不舒，病位虽在心肺，实由肝失疏泄、气郁胸胁所致。
1394,胸脘痞闷,,胸脘痞闷，指胸膺及脘腹部自觉满闷不舒、堵塞不畅之感，按之柔软、不痛不胀。其病位在心肺，病性属心胸郁热。多因情志不遂、气郁化火，或外感热邪内陷，致热壅胸膈、气机痹阻，肺失宣降、心火内燔，故见胸脘痞塞、烦热不舒，常伴口干、心烦、舌红苔黄等症。
1396,胸脘胀闷,,胸脘胀闷，指胸膺及脘腹部痞塞满闷、胀而不舒之感。其病位在心肺，病性属心胸郁热。临床多伴见心烦易怒、口干欲饮、咳喘气粗、大便干结等症。病因多由情志不遂，气郁化火，或外感热邪内陷，热壅胸膈，气机阻滞，升降失常所致。
1401,胸胁闷痛,,胸胁闷痛，指胸胁部满闷不舒，伴胀痛或窜痛之症。病位在心肺，责之肝气郁滞，气机不畅。临床表现为胸胁胀闷、疼痛走窜，常随情志波动而增减，或伴太息、嗳气。其病机乃肝失条达，气滞胸胁，心肺气机受阻，不通则痛。
1406,胸胁隐痛,,胸胁隐痛，病位在心肺，因肝气郁滞，气机不畅，络脉失和，故见胸胁部隐隐作痛。
1404,胸胁疼痛,,胸胁疼痛，指胸胁部胀痛或窜痛，痛无定处，常随情志波动而增减，伴胸闷、善太息。病位在心肺，病性属肝气郁滞。因情志不遂，肝失条达，气机郁结，横逆犯肺，阻于心胸脉络，致气血运行不畅，不通则痛。
1403,胸胁气滞,,胸胁气滞，指肝气郁滞，气机不畅，逆乱于胸胁心肺之部。症见胸胁胀闷、窜痛，善太息，或伴咳嗽、心悸，情志抑郁则加重。其病机为肝失疏泄，气机郁结，横逆上冲，致心肺气机壅滞，络脉不通。
1411,胸胁作痛,,胸胁作痛指因肝气郁滞，气机不畅，导致心肺所居之胸胁部位出现胀痛或窜痛，常伴情志不舒。
1414,胸中憋闷,,胸中憋闷，病位在心肺，因肝气郁滞，气机不畅，胸阳失展，故觉胸闷如窒。
1409,胸胁胀闷,,胸胁胀闷，指胸胁部满闷不舒、如有物阻之感。病位在心肺，因肝气郁滞，疏泄失职，气机不畅，横逆犯肺乘心，致心肺气机壅塞。临床常伴善太息、情志抑郁或烦躁，甚则胸痛、咳喘。
1410,胸胁胀痛,,胸胁胀痛，指胸胁部胀满疼痛，多因肝气郁滞，气机不畅，横逆犯及心肺所致。临床表现为胸胁胀闷、走窜作痛，常随情志波动而增减，可伴善太息、急躁易怒。其病机为肝失疏泄，气滞胸胁，络脉痹阻。
1416,胸中闷热,,胸中闷热，乃肝气郁滞，气机不畅，郁而化火，上扰心肺，致胸膈痞闷、烦热不舒之候。
1407,胸胁胀,,胸胁胀，指胸胁部自觉胀满不舒，甚则牵引作痛。病位在心肺，病机多由肝气郁滞，疏泄失职，气机不畅，横逆犯肺，或上扰心胸，致胸中气机壅塞。临床常伴胸闷、善太息、情志抑郁或烦躁易怒，脉多弦。
1415,胸中满闷,,胸中满闷指心肺气机不畅，因肝气郁滞，疏泄失职，致胸中气机壅塞，自觉痞塞满闷不舒。
1408,胸胁胀满,,胸胁胀满，指胸胁部自觉胀满不舒，甚则气窜作痛。病位在心肺，因肝气郁滞，疏泄失职，气机不畅，横逆犯肺乘心，致胸中气机壅塞。临床常伴胸闷太息、胁肋胀痛、情志抑郁或易怒，脉弦。
1417,胸中闷痛,,胸中闷痛，病位在心肺，因肝气郁滞，气机不畅，血行受阻，故见胸闷而痛。
1412,胸胀满,,胸胀满，指胸膺部自觉胀闷不舒，甚则满闷如塞，呼吸欠畅之症。病位在心肺，其病机多由肝气郁滞，疏泄失职，气机逆乱，上冲胸膈，致心肺气机壅塞不通。临床常伴见善太息、胁肋胀痛、情志抑郁或易怒，每因情绪波动而加重。
1422,嗅觉不灵,,肺气虚弱，宣发肃降失职，鼻窍失于温养，故嗅觉减退。
1413,胸胀痛,,胸胀痛，指胸膺部胀满疼痛之症，病位在心肺，多因肝气郁滞，疏泄失职，气机不畅，横逆犯肺，或气滞血瘀，痹阻胸中脉络所致。临床表现为胸胁胀痛，痛无定处，常随情志波动而增减，伴胸闷、善太息、嗳气频作，甚则呼吸不利。其病机核心为肝郁气逆，肺气不降，心肺气血运行受阻。
1423,嗅觉迟钝,,肺气虚弱，宣发肃降失司，清阳不升，鼻窍失养，故嗅觉不敏。
1419,羞明多眵,,羞明多眵指目畏光且分泌物增多，因肝经湿热上攻于目，致目窍失清，热迫津溢。
1421,羞明畏光,,肝阴不足，目失濡养，虚火上扰，故见目涩羞明，畏光难睁。
1420,羞明流泪,,羞明流泪指目畏光、遇光则涩痛欲闭且泪液自溢，多因肝经郁热上攻于目，致目窍失和、泪液分泌失常。
1432,虚劳久咳,,虚劳久咳，病位在肺，因肾虚失纳，气不归元，致肺气上逆而咳，迁延难愈。
1428,虚烦不眠,,虚烦不眠，指心中烦乱、难以入睡或睡而易醒之证。病位在心，病性属热，病势由邪热内扰所致。临床表现为心烦不寐，胸中懊憹，口干舌燥，或身热汗出，舌红苔黄，脉数。其病机为外感热病后期，余热未尽，或情志化火，邪热扰心，心神不宁，故致虚烦不眠。
1430,虚寒性出血,,虚寒性出血，指因脾肾阳虚，统摄无权，血不归经所致之出血。病位在脾，关乎肾。临床多见血色淡红或暗晦，质稀薄，伴面色㿠白、形寒肢冷、纳少便溏、腰膝酸软、舌淡胖苔白滑、脉沉迟无力。其病机为命门火衰，脾阳不振，中焦虚寒，失于统摄，血溢脉外。
1446,血热吐紐,,血热吐衄，指胃热炽盛，迫血妄行，致吐血或鼻衄，伴见口渴、舌红脉数等症。
1441,血管神经性头痛,,血管神经性头痛，属中医“头风”范畴，多因风邪上扰、气血逆乱或痰瘀阻络，致头部脉络拘急或失养，发为阵发性或持续性掣痛、胀痛。
1433,虚劳咳喘,,虚劳咳喘，指因肾虚失纳，肺气不降所致之咳喘。症见咳声低微，气短不足以息，动则喘甚，腰膝酸软，或伴潮热盗汗、形寒肢冷。其病机为肾精亏虚，摄纳无权，气浮于上，肺失肃降。
1450,血压偏高,,血压偏高属肝阳上亢，系肝气郁结化火，阳亢于上，扰动清窍，临床常见头晕、头痛、面红目赤、烦躁易怒等症。
1453,血肿疼痛,,血热灼伤脉络，迫血妄行，离经之血瘀积局部，致肿胀刺痛，皮色紫红，伴灼热感。
1436,虚热不退,,虚热不退指因阴液亏耗，阳无所制，或气血不足，虚阳浮越，导致发热缠绵难愈。临床表现为低热持续，午后或夜间为甚，伴五心烦热、颧红盗汗、口干咽燥、舌红少苔、脉细数等。其病机多由热病后期阴伤未复，或久病劳损、情志内伤，致阴血亏虚，虚火内扰，阳气外浮而热势不退。
1464,咽部不适,,肺热循经上攻咽喉，致咽部红肿灼痛、干痒异物感，伴口干咳黄痰，治宜清肺利咽。
1447,血热吐衄,,血热吐衄，指胃热炽盛，迫血妄行所致之吐血、衄血证。其病位在胃，病性属热。临床以吐血鲜红或紫暗，量多势急，常伴口干、口臭、齿衄、便秘、舌红苔黄、脉滑数为特征。多因嗜食辛辣炙煿，或情志化火，致胃火内燔，灼伤血络，血随气逆而外溢。
1469,咽部肿痛,,肺热壅盛，循经上攻咽喉，致气血壅滞、脉络不通，故见咽部红肿疼痛。
1468,咽部肿,,咽部肿，因肺热上攻咽喉，致气血壅滞，局部红肿，常伴咽痛、吞咽不利。
1467,咽部红肿,,咽部红肿，指咽部黏膜及周围组织色红、肿胀，甚则疼痛、吞咽不利之候。其病位在肺，病性属热，多因外感风热或肺经蕴热，循经上攻咽喉，热壅血瘀所致。临床常见咽部充血、肿胀，或伴灼热、干燥、咳嗽、痰黄等症。
1461,牙龈肿,,牙龈肿，系指牙龈局部红肿、胀痛，甚则焮热溢脓之症。病位在脾，因脾开窍于口，龈为胃之络；病性属胃火旺盛，多由过食辛辣厚味，或情志化火，致胃腑积热，循经上炎，灼伤龈肉，气血壅滞而成。临床常伴口干、口臭、便秘、舌红苔黄、脉滑数等阳明热盛之象。
1471,咽干喉痛,,咽干喉痛，指咽喉干燥、疼痛不适之症，病位在肺，病性属热。临床表现为咽喉干燥灼热，甚则红肿疼痛，吞咽不利，常伴干咳少痰、口渴欲饮。其病因病机多由外感风热之邪，或肺经郁热，热邪上灼咽喉，津液耗伤，肺失清润所致。
1472,咽干燥,,咽干燥，指咽喉部津液不足，自觉干涩不适之症。其病位在肺，病性属热。多因肺热炽盛，耗伤津液，或热邪上灼咽喉，致清道失润。临床表现为咽喉干涩、口渴欲饮，常伴干咳少痰、声音嘶哑、舌红苔黄等。
1474,咽膈不利,,咽膈不利指肺热壅盛，气机不畅，致咽喉至胸膈部位有梗阻、不适或吞咽不爽之感。
1473,咽干灼热,,肺热上灼咽喉，津液耗伤，故见咽部干燥、灼热疼痛，属肺热津亏之象。
1475,咽红,,咽红为肺热上攻之象，多因风热袭肺或肺经郁热，致咽喉脉络壅滞，色赤如朱，常伴肿痛。
1476,咽红肿痛,,咽红肿痛，乃肺热上攻咽喉，致局部气血壅滞、热毒灼络，症见喉核赤肿、吞咽刺痛。
1466,咽部红,,咽部红，指咽部黏膜色泽鲜红或深红，甚则赤肿，多伴灼热、干燥、疼痛或吞咽不利。病位在肺，病性属热，常因外感风热或肺经郁热上攻咽喉所致。其病机为热邪壅肺，循经上灼咽窍，致气血壅滞、脉络充盈而现红色。临床多见于风热喉痹、乳蛾等证。
1479,咽喉干燥,,肺热上灼咽喉，津液耗伤，故见咽喉干燥，常伴口渴、干咳。
1478,咽喉干,,咽喉干，指咽部干燥不适，甚则干痛、欲饮之症。病位在肺，病性属热。多因外感风热或肺热内盛，耗伤津液，肺失清润，咽喉失濡所致。临床常伴干咳少痰、声音嘶哑、口干欲饮、舌红苔薄黄等症。
1488,咽黏膜充血,,咽黏膜充血，乃肺热循经上攻咽喉，致局部脉络壅滞、气血不畅之象。
1487,咽喉灼热,,咽喉灼热，系肺热壅盛，熏灼咽喉，致局部如火烧感，常伴红肿疼痛，属肺经实热证。
1490,咽下不利,,肺热壅盛，灼津炼液，致咽喉失润、气机不利，故吞咽食物时觉涩滞不畅。
1492,咽痈,,咽痈指热毒壅结于肺系，致咽喉红肿高突、化脓疼痛，属肺经热毒炽盛之实证。
1493,咽燥,,温热之邪犯肺，耗伤津液，致咽喉失润，临床表现为咽干灼热、渴欲饮水。
1482,咽喉痛,,咽喉痛，病位在肺，病性属肺热。症见咽喉红肿疼痛，吞咽时尤甚，或伴干咳、痰黄黏稠，口干欲饮，舌红苔黄，脉数。多因外感风热之邪，或肺经郁热上攻咽喉，热灼津伤，气血壅滞所致。
1484,咽喉肿,,咽喉肿，系肺热壅盛，上攻咽喉所致。症见咽喉红肿疼痛，甚则吞咽不利，或伴口干喜冷饮、咳嗽痰黄、身热、舌红苔黄、脉数。其病机为邪热犯肺，肺失清肃，热毒循经上灼咽喉，气血壅滞而肿。
1486,咽喉肿痈,,咽喉肿痈，系肺经蕴热，热毒壅滞于咽喉所致。症见咽喉红肿高突，疼痛剧烈，吞咽困难，甚则化脓成痈，伴发热、口渴、咳嗽痰黄。病机为肺热炽盛，灼津炼液，气血凝滞，腐肉成脓。
1494,咽中有痰,,咽中有痰，病位在肺，乃痰湿内蕴，肺失宣肃，津液凝聚成痰，阻于咽喉，故觉喉间有痰，咯之不尽。
1497,言语不清,,心脉瘀阻，神机失养，舌窍不利，故见言语謇涩、吐字不清。
1498,言语不淸,,言语不清，指心之脉络瘀阻，神机失养，舌窍不利，致语言謇涩、表达含糊。
1495,咽灼热感,,肺热循经上攻咽喉，致咽部灼热疼痛，多伴口干、咳嗽，属热邪壅肺之象。
1502,眼边刺痒,,眼边刺痒，乃肝风内动，风邪上扰于目，致目眦脉络不和，痒如针刺之状。
1500,颜面部红斑,,颜面部红斑因肝阳上亢，血热上冲于面所致，常见于面颊、鼻部，色红或紫，伴头晕目眩、心烦易怒。
1501,颜面皮肤光亮油腻,,颜面皮肤光亮油腻，乃肝阳上亢，气火上冲，蒸腾津液外泄所致，多见于阳热体质或肝郁化火之证。
1506,眼睑红烂,,眼睑红烂，指眼睑边缘红肿、糜烂，多因肝经湿热上攻于目，湿热熏灼所致。
1503,眼底瘀血,,眼底瘀血，乃肝血瘀滞，目络受阻，血溢脉外所致，症见目内瘀斑，视物昏蒙。
1505,眼睑赤烂,,眼睑赤烂指眼睑边缘红肿、糜烂、脱屑，多因肝经湿热上攻于目所致，临床常见睑缘炎等病。
1508,眼睛痛痒,,肝经湿热循经上扰于目，致目眦红赤、痛痒交作，伴分泌物黏稠。
1499,言语謇涩,,言语謇涩，指患者自觉舌体僵硬，言语不利，吐字不清或词不达意。病位在心，因心开窍于舌，心脉通于舌本；病性属脉络瘀阻，多由气血凝滞、痰瘀互结，阻塞心之脉络，致舌窍失养、机关不利。临床常伴舌质紫暗、脉涩等瘀血之象。
1521,腰部疼痛,,腰部疼痛因肾虚所致者，临床常见腰膝酸软、隐痛喜按，劳则加重，乃肾精亏虚、腰府失养之象。
1522,腰部痿软,,腰部痿软指肾精亏虚，腰府失养，表现为腰膝酸软无力，常伴头晕耳鸣、尺脉弱等症。
1518,阳虚欲脱,,阳虚欲脱指阳气极度衰微，有即将亡失之危候，症见冷汗淋漓、四肢厥冷、气息微弱、脉微欲绝，乃阴阳离决之象。
1510,眼目昏花,,眼目昏花，指视物模糊不清、眼前如蒙烟雾或见飞蚊黑花之症。病位在肝与目，病性属虚。多因肝血亏虚，目窍失于濡养所致。临床表现为视物昏渺，不耐久视，或伴头晕心悸、面色无华、爪甲不荣，舌淡苔薄，脉细弱。
1523,腰骶酸痛,,腰骶酸痛，病位在肾与膀胱，因肾虚失于温养，致腰府失充、经脉不利，常见酸软隐痛，劳则加重。
1524,腰骶痛,,腰骶痛因肾虚所致者，多属肾精不足，腰府失养，症见酸软隐痛，劳则加重，伴膝软乏力。
1515,阳痿,,阳痿，系因肾虚所致宗筋失养，临房阴茎痿软不举，或举而不坚，难以完成房事。其病位在肾，病性属虚。多由禀赋不足、房劳过度或久病伤肾，致肾精亏虚、命门火衰，宗筋失于温煦濡养而痿软不用。
1511,眼目昏涩,,眼目昏涩，指双目视物模糊不清，伴干涩不爽、转动欠利之感，常兼见目珠隐痛、畏光羞明、不耐久视。其病位在肝目，病性属虚。多因肝血亏虚，目窍失于濡养，津液不能上承所致。血虚则目失所养，故视昏；津亏则目失润泽，故干涩。
1525,腰骶胀痛,,腰骶胀痛，病位在肾与膀胱，因肾虚失于温养，气化不利，故见腰骶部酸胀作痛，劳则加重。
1526,腰腹疼痛,,腰腹疼痛，病位在肾与膀胱，因肾虚失于温养，致腰腹失煦、经脉拘急而痛。
1530,腰脊疼痛,,腰脊疼痛，病位在肾与膀胱，因肾虚失于濡养，致腰脊酸软隐痛，劳则加重，伴膝胫无力。
1512,眼生翳膜,,眼生翳膜，指目睛外覆遮蔽视物之翳障，状如浮云、薄纱或厚膜，伴视物昏蒙、干涩羞明。病位在肝目，病性属虚。因肝血亏虚，目窍失于濡养，神膏不充，致玄府滞涩，翳膜渐生。其翳多色淡、边缘不清，常兼头晕、夜盲、脉细弦等血虚之候。
1535,腰腿疼痛重着,,腰腿疼痛重着，指腰腿沉重、酸胀、活动不利，多因肾虚湿浊下注，膀胱气化不利所致。
1529,腰脊酸痛,,腰脊酸痛属肾虚失养，肾府不充，故见腰脊酸软作痛，劳则加重，伴见膝胫无力、精神疲惫。
1533,腰腿酸软,,腰腿酸软指肾精亏虚，筋骨失养，临床表现为腰部及下肢酸楚无力、不耐久立劳作，常伴膝胫酸软。
1528,腰脊冷痛,,腰脊冷痛，指腰部及脊柱自觉寒冷、疼痛，得温则减，遇寒加剧，常伴腰膝酸软、畏寒肢冷、小便清长等症。其病位在肾与膀胱，病性属虚寒。多因肾阳不足，命门火衰，腰府失于温煦，寒湿内生或外寒乘虚侵袭，致经脉凝滞，气血不通而作痛。
1540,腰膝痠软,,腰膝痠软指肾精亏虚，腰府失养、膝骨不充，表现为腰膝酸楚无力、不耐久立劳作，常伴头晕耳鸣、尺脉弱等肾虚征象。
1538,腰膝关节疼痛,,腰膝关节疼痛，指腰脊与膝部酸软疼痛，遇劳加重，得卧稍减。其病位在肾与膀胱，病性属虚。多因肾精亏虚，骨髓失充，筋骨失养所致。症见腰膝酸软无力，隐痛喜按，常伴头晕耳鸣、胫酸膝冷、小便清长或夜尿频多。
1537,腰膝关节酸重,,腰膝关节酸重，指腰膝及关节部位自觉酸楚、沉重、活动不利之症。病位在肾与膀胱，病性属肾虚。多因肾精亏虚，骨髓失充，筋骨失养；或肾阳不足，气化失司，湿浊下注，留着关节。临床常伴腰膝酸软无力、畏寒肢冷、遇劳加重、得温稍减等表现。
1539,腰膝冷痛,,腰膝冷痛，指腰部及膝部自觉寒冷、酸楚疼痛，遇寒加重，得温则减，常伴畏寒肢冷、小便清长、夜尿频多。其病位在肾与膀胱，病性属虚属寒。多因肾阳虚衰，温煦失职，腰膝失于濡养，寒湿内生，或外寒乘虚侵袭，致气血凝滞，经络不通而痛。
1548,夜间遗尿,,肾阳虚衰，膀胱气化失司，夜间阴盛阳微，固摄无权，致寐中尿液自遗。
1541,腰膝酸冷,,腰膝酸冷，指腰部与膝关节自觉酸楚不适，伴发冷感，得温则减，遇寒加重。病位在肾与膀胱，病性属肾虚。多因肾阳不足，温煦失职，腰为肾之府，膝为肾所主，阳虚则寒，故见腰膝酸冷无力。常伴畏寒肢冷、小便清长、夜尿频多等症。
1544,腰膝酸重,,腰膝酸重，指腰部与膝关节自觉酸楚、沉重、活动不利之症。病位在肾与膀胱，多因肾虚精亏，筋骨失于濡养，或兼寒湿、水湿下注，致经气不利。临床常伴腰膝无力、畏寒喜暖、小便清长或余沥不尽，舌淡苔白，脉沉细无力。
1543,腰膝酸痛,,腰膝酸痛，指腰部与膝关节处酸软无力、隐隐作痛，常伴屈伸不利、喜按喜温。病位在肾与膀胱，病性属肾虚。多因房劳过度、年老久病，致肾精亏耗，骨髓失充，腰府膝络失养；或肾阳不足，温煦失职，寒湿内侵，经络痹阻而作痛。
1547,药食中毒,,药食中毒，指因误食有毒药物或变质、有毒食物，毒邪内侵脏腑，扰乱气血所致之证。临床多见恶心呕吐、腹痛腹泻、头晕目眩、心悸气短，甚则神昏谵语、唇甲青紫、二便失禁。其病机为毒损中焦，升降失司，毒入营血，蒙蔽清窍。
1551,夜寐不安,,肝火亢盛，上扰心神，致夜间阳不入阴，心神不宁，故见入睡困难、多梦易醒。
1545,腰膝疼痛,,腰膝疼痛，指腰部及膝关节酸软疼痛，常伴屈伸不利、遇劳加重、得卧稍减。其病位在肾与膀胱，病性属虚。多因肾精亏虚，骨髓失充，腰府膝络失养所致；或肾阳不足，温煦失职，寒湿内侵，留着关节。临床以隐痛、空痛、喜按喜温为特征，常兼头晕耳鸣、下肢痿弱。
1550,夜盲昏花,,夜盲昏花，因肝血不足，目失所养，且心主血脉，血虚不能上荣于目，故见入暮视物不清。
1552,夜梦,,肝血不足，血不养心，神魂失舍，故入夜多梦纷纭。
1554,夜眠不宁,,肝血亏虚，魂不归舍，心神失养，故见夜间睡眠不安、多梦易醒。
1555,夜尿频,,肾虚气化失司，膀胱固摄无权，夜间阴盛阳微，故小便频数清长。
1553,夜眠不安,,夜眠不安，病位在心，病性为肝血虚，乃肝血不足，血不养心，心神失舍，故见入睡困难、多梦易醒。
1556,夜尿频多,,肾虚气化失司，膀胱固摄无权，故夜间阴盛阳微时小便频数清长。
1565,易感风邪,,肺卫气虚，腠理疏松，卫外不固，故风邪乘虚侵袭，表现为反复感冒、恶风、自汗。
1568,易怒,,肝火亢盛，气机逆乱，疏泄失职，故情绪急躁易怒，常伴头痛目赤、胁痛口苦等症。
1563,抑郁,,抑郁为心肝气机不畅，肝失疏泄而气滞，心神被扰，临床见情志不舒、胸胁胀满、善太息。
1566,易饥,,胃火炽盛，腐熟水谷功能亢进，故虽多食易饥，常伴口渴、便秘、舌红苔黄等热象。
1571,阴道干燥,,阴道干燥因脾虚运化失职，水谷精微不能上输下布，致阴液亏乏，失于濡润。
1574,阴疽初起,,阴疽初起，指四肢因阴寒内盛、气血凝滞而初现漫肿无头、皮色不变、酸痛不热之证。
